student_id,subject,score,lesson,iq_level,study_hours_per_week,attendance_rate,student_type
STU0052,Sinhala,95.04,Sinhala_General,115.0,10.2,81.35,balanced
STU0052,Mathematics,84.38,Mathematics_General,115.0,10.2,81.35,balanced
STU0052,Science,81.68,Science_General,115.0,10.2,81.35,balanced
STU0052,English,87.08,English_General,115.0,10.2,81.35,balanced
STU0052,History,95.43,History_General,115.0,10.2,81.35,balanced
STU0052,Buddhism,97.89,Buddhism_General,115.0,10.2,81.35,balanced
STU0052,Geography,95.49,Geography_General,115.0,10.2,81.35,balanced
STU0052,ICT,97.62,ICT_General,115.0,10.2,81.35,balanced
STU0053,Sinhala,47.22,Sinhala_General,102.0,8.1,31.0,language_oriented
STU0053,Mathematics,34.41,Mathematics_General,102.0,8.1,31.0,language_oriented
STU0053,Science,37.07,Science_General,102.0,8.1,31.0,language_oriented
STU0053,English,47.55,English_General,102.0,8.1,31.0,language_oriented
STU0053,History,37.6,History_General,102.0,8.1,31.0,language_oriented
STU0053,Buddhism,39.53,Buddhism_General,102.0,8.1,31.0,language_oriented
STU0053,Geography,30.7,Geography_General,102.0,8.1,31.0,language_oriented
STU0053,ICT,33.25,ICT_General,102.0,8.1,31.0,language_oriented
STU0053,Sinhala,49.81,Sinhala_General,102.0,8.1,38.38,language_oriented
STU0053,Mathematics,35.29,Mathematics_General,102.0,8.1,38.38,language_oriented
STU0053,Science,38.6,Science_General,102.0,8.1,38.38,language_oriented
STU0053,English,51.07,English_General,102.0,8.1,38.38,language_oriented
STU0053,History,36.36,History_General,102.0,8.1,38.38,language_oriented
STU0053,Buddhism,43.16,Buddhism_General,102.0,8.1,38.38,language_oriented
STU0053,Geography,33.36,Geography_General,102.0,8.1,38.38,language_oriented
STU0053,ICT,35.71,ICT_General,102.0,8.1,38.38,language_oriented
STU0053,Sinhala,52.82,Sinhala_General,102.0,8.1,37.31,language_oriented
STU0053,Mathematics,39.79,Mathematics_General,102.0,8.1,37.31,language_oriented
STU0053,Science,41.23,Science_General,102.0,8.1,37.31,language_oriented
STU0053,English,54.73,English_General,102.0,8.1,37.31,language_oriented
STU0053,History,40.99,History_General,102.0,8.1,37.31,language_oriented
STU0053,Buddhism,46.6,Buddhism_General,102.0,8.1,37.31,language_oriented
STU0053,Geography,34.93,Geography_General,102.0,8.1,37.31,language_oriented
STU0053,ICT,39.78,ICT_General,102.0,8.1,37.31,language_oriented
STU0054,Sinhala,90.35,Sinhala_General,93.0,23.6,86.0,science_oriented
STU0054,Mathematics,90.67,Mathematics_General,93.0,23.6,86.0,science_oriented
STU0054,Science,97.08,Science_General,93.0,23.6,86.0,science_oriented
STU0054,English,90.57,English_General,93.0,23.6,86.0,science_oriented
STU0054,History,83.4,History_General,93.0,23.6,86.0,science_oriented
STU0054,Buddhism,92.0,Buddhism_General,93.0,23.6,86.0,science_oriented
STU0054,Geography,84.75,Geography_General,93.0,23.6,86.0,science_oriented
STU0054,ICT,96.76,ICT_General,93.0,23.6,86.0,science_oriented
STU0054,Sinhala,92.32,Sinhala_General,93.0,23.6,91.92,science_oriented
STU0054,Mathematics,92.86,Mathematics_General,93.0,23.6,91.92,science_oriented
STU0054,Science,97.58,Science_General,93.0,23.6,91.92,science_oriented
STU0054,English,92.06,English_General,93.0,23.6,91.92,science_oriented
STU0054,History,86.88,History_General,93.0,23.6,91.92,science_oriented
STU0054,Buddhism,95.61,Buddhism_General,93.0,23.6,91.92,science_oriented
STU0054,Geography,87.76,Geography_General,93.0,23.6,91.92,science_oriented
STU0054,ICT,97.21,ICT_General,93.0,23.6,91.92,science_oriented
STU0054,Sinhala,94.78,Sinhala_General,93.0,23.6,86.53,science_oriented
STU0054,Mathematics,95.05,Mathematics_General,93.0,23.6,86.53,science_oriented
STU0054,Science,97.35,Science_General,93.0,23.6,86.53,science_oriented
STU0054,English,95.56,English_General,93.0,23.6,86.53,science_oriented
STU0054,History,90.31,History_General,93.0,23.6,86.53,science_oriented
STU0054,Buddhism,96.65,Buddhism_General,93.0,23.6,86.53,science_oriented
STU0054,Geography,92.16,Geography_General,93.0,23.6,86.53,science_oriented
STU0054,ICT,97.43,ICT_General,93.0,23.6,86.53,science_oriented
STU0055,Sinhala,67.63,Sinhala_General,114.0,7.4,81.5,science_oriented
STU0055,Mathematics,58.24,Mathematics_General,114.0,7.4,81.5,science_oriented
STU0055,Science,91.79,Science_General,114.0,7.4,81.5,science_oriented
STU0055,English,79.01,English_General,114.0,7.4,81.5,science_oriented
STU0055,History,91.23,History_General,114.0,7.4,81.5,science_oriented
STU0055,Buddhism,95.11,Buddhism_General,114.0,7.4,81.5,science_oriented
STU0055,Geography,84.56,Geography_General,114.0,7.4,81.5,science_oriented
STU0055,ICT,77.59,ICT_General,114.0,7.4,81.5,science_oriented
STU0055,Sinhala,67.76,Sinhala_General,114.0,7.4,78.79,science_oriented
STU0055,Mathematics,56.88,Mathematics_General,114.0,7.4,78.79,science_oriented
STU0055,Science,90.17,Science_General,114.0,7.4,78.79,science_oriented
STU0055,English,80.57,English_General,114.0,7.4,78.79,science_oriented
STU0055,History,91.87,History_General,114.0,7.4,78.79,science_oriented
STU0055,Buddhism,94.25,Buddhism_General,114.0,7.4,78.79,science_oriented
STU0055,Geography,85.03,Geography_General,114.0,7.4,78.79,science_oriented
STU0055,ICT,79.61,ICT_General,114.0,7.4,78.79,science_oriented
STU0055,Sinhala,68.18,Sinhala_General,114.0,7.4,76.17,science_oriented
STU0055,Mathematics,57.48,Mathematics_General,114.0,7.4,76.17,science_oriented
STU0055,Science,91.55,Science_General,114.0,7.4,76.17,science_oriented
STU0055,English,82.94,English_General,114.0,7.4,76.17,science_oriented
STU0055,History,94.16,History_General,114.0,7.4,76.17,science_oriented
STU0055,Buddhism,94.68,Buddhism_General,114.0,7.4,76.17,science_oriented
STU0055,Geography,87.09,Geography_General,114.0,7.4,76.17,science_oriented
STU0055,ICT,80.24,ICT_General,114.0,7.4,76.17,science_oriented
STU0056,Sinhala,55.69,Sinhala_General,93.0,11.5,80.0,science_oriented
STU0056,Mathematics,54.96,Mathematics_General,93.0,11.5,80.0,science_oriented
STU0056,Science,69.11,Science_General,93.0,11.5,80.0,science_oriented
STU0056,English,63.28,English_General,93.0,11.5,80.0,science_oriented
STU0056,History,61.87,History_General,93.0,11.5,80.0,science_oriented
STU0056,Buddhism,84.22,Buddhism_General,93.0,11.5,80.0,science_oriented
STU0056,Geography,52.87,Geography_General,93.0,11.5,80.0,science_oriented
STU0056,ICT,62.09,ICT_General,93.0,11.5,80.0,science_oriented
STU0056,Sinhala,61.15,Sinhala_General,93.0,11.5,80.3,science_oriented
STU0056,Mathematics,59.78,Mathematics_General,93.0,11.5,80.3,science_oriented
STU0056,Science,73.79,Science_General,93.0,11.5,80.3,science_oriented
STU0056,English,64.77,English_General,93.0,11.5,80.3,science_oriented
STU0056,History,65.64,History_General,93.0,11.5,80.3,science_oriented
STU0056,Buddhism,87.09,Buddhism_General,93.0,11.5,80.3,science_oriented
STU0056,Geography,58.76,Geography_General,93.0,11.5,80.3,science_oriented
STU0056,ICT,65.73,ICT_General,93.0,11.5,80.3,science_oriented
STU0056,Sinhala,65.07,Sinhala_General,93.0,11.5,85.49,science_oriented
STU0056,Mathematics,60.51,Mathematics_General,93.0,11.5,85.49,science_oriented
STU0056,Science,78.99,Science_General,93.0,11.5,85.49,science_oriented
STU0056,English,69.49,English_General,93.0,11.5,85.49,science_oriented
STU0056,History,69.88,History_General,93.0,11.5,85.49,science_oriented
STU0056,Buddhism,91.63,Buddhism_General,93.0,11.5,85.49,science_oriented
STU0056,Geography,64.12,Geography_General,93.0,11.5,85.49,science_oriented
STU0056,ICT,69.87,ICT_General,93.0,11.5,85.49,science_oriented
STU0057,Sinhala,62.21,Sinhala_General,114.0,13.4,66.5,balanced
STU0057,Mathematics,74.09,Mathematics_General,114.0,13.4,66.5,balanced
STU0057,Science,55.85,Science_General,114.0,13.4,66.5,balanced
STU0057,English,68.54,English_General,114.0,13.4,66.5,balanced
STU0057,History,38.91,History_General,114.0,13.4,66.5,balanced
STU0057,Buddhism,52.3,Buddhism_General,114.0,13.4,66.5,balanced
STU0057,Geography,64.25,Geography_General,114.0,13.4,66.5,balanced
STU0057,ICT,67.57,ICT_General,114.0,13.4,66.5,balanced
STU0057,Sinhala,62.46,Sinhala_General,114.0,13.4,60.1,balanced
STU0057,Mathematics,72.96,Mathematics_General,114.0,13.4,60.1,balanced
STU0057,Science,56.52,Science_General,114.0,13.4,60.1,balanced
STU0057,English,67.55,English_General,114.0,13.4,60.1,balanced
STU0057,History,42.37,History_General,114.0,13.4,60.1,balanced
STU0057,Buddhism,50.85,Buddhism_General,114.0,13.4,60.1,balanced
STU0057,Geography,62.15,Geography_General,114.0,13.4,60.1,balanced
STU0057,ICT,68.08,ICT_General,114.0,13.4,60.1,balanced
STU0057,Sinhala,62.46,Sinhala_General,114.0,13.4,71.5,balanced
STU0057,Mathematics,71.52,Mathematics_General,114.0,13.4,71.5,balanced
STU0057,Science,53.74,Science_General,114.0,13.4,71.5,balanced
STU0057,English,66.24,English_General,114.0,13.4,71.5,balanced
STU0057,History,38.73,History_General,114.0,13.4,71.5,balanced
STU0057,Buddhism,52.87,Buddhism_General,114.0,13.4,71.5,balanced
STU0057,Geography,62.07,Geography_General,114.0,13.4,71.5,balanced
STU0057,ICT,67.53,ICT_General,114.0,13.4,71.5,balanced
STU0058,Sinhala,97.7,Sinhala_General,108.0,17.4,72.5,language_oriented
STU0058,Mathematics,89.33,Mathematics_General,108.0,17.4,72.5,language_oriented
STU0058,Science,95.47,Science_General,108.0,17.4,72.5,language_oriented
STU0058,English,97.41,English_General,108.0,17.4,72.5,language_oriented
STU0058,History,95.89,History_General,108.0,17.4,72.5,language_oriented
STU0058,Buddhism,96.22,Buddhism_General,108.0,17.4,72.5,language_oriented
STU0058,Geography,90.41,Geography_General,108.0,17.4,72.5,language_oriented
STU0058,ICT,90.18,ICT_General,108.0,17.4,72.5,language_oriented
STU0058,Sinhala,97.7,Sinhala_General,108.0,17.4,78.28,language_oriented
STU0058,Mathematics,90.88,Mathematics_General,108.0,17.4,78.28,language_oriented
STU0058,Science,96.18,Science_General,108.0,17.4,78.28,language_oriented
STU0058,English,97.64,English_General,108.0,17.4,78.28,language_oriented
STU0058,History,97.46,History_General,108.0,17.4,78.28,language_oriented
STU0058,Buddhism,97.35,Buddhism_General,108.0,17.4,78.28,language_oriented
STU0058,Geography,91.46,Geography_General,108.0,17.4,78.28,language_oriented
STU0058,ICT,93.17,ICT_General,108.0,17.4,78.28,language_oriented
STU0058,Sinhala,98.1,Sinhala_General,108.0,17.4,70.98,language_oriented
STU0058,Mathematics,92.7,Mathematics_General,108.0,17.4,70.98,language_oriented
STU0058,Science,97.04,Science_General,108.0,17.4,70.98,language_oriented
STU0058,English,97.85,English_General,108.0,17.4,70.98,language_oriented
STU0058,History,97.28,History_General,108.0,17.4,70.98,language_oriented
STU0058,Buddhism,97.7,Buddhism_General,108.0,17.4,70.98,language_oriented
STU0058,Geography,94.2,Geography_General,108.0,17.4,70.98,language_oriented
STU0058,ICT,94.79,ICT_General,108.0,17.4,70.98,language_oriented
STU0059,Sinhala,96.32,Sinhala_General,122.0,19.6,80.0,language_oriented
STU0059,Mathematics,87.5,Mathematics_General,122.0,19.6,80.0,language_oriented
STU0059,Science,69.62,Science_General,122.0,19.6,80.0,language_oriented
STU0059,English,91.98,English_General,122.0,19.6,80.0,language_oriented
STU0059,History,97.63,History_General,122.0,19.6,80.0,language_oriented
STU0059,Buddhism,95.68,Buddhism_General,122.0,19.6,80.0,language_oriented
STU0059,Geography,88.95,Geography_General,122.0,19.6,80.0,language_oriented
STU0059,ICT,82.64,ICT_General,122.0,19.6,80.0,language_oriented
STU0059,Sinhala,96.73,Sinhala_General,122.0,19.6,72.22,language_oriented
STU0059,Mathematics,86.98,Mathematics_General,122.0,19.6,72.22,language_oriented
STU0059,Science,72.62,Science_General,122.0,19.6,72.22,language_oriented
STU0059,English,95.34,English_General,122.0,19.6,72.22,language_oriented
STU0059,History,97.22,History_General,122.0,19.6,72.22,language_oriented
STU0059,Buddhism,95.67,Buddhism_General,122.0,19.6,72.22,language_oriented
STU0059,Geography,91.45,Geography_General,122.0,19.6,72.22,language_oriented
STU0059,ICT,83.15,ICT_General,122.0,19.6,72.22,language_oriented
STU0059,Sinhala,97.5,Sinhala_General,122.0,19.6,70.47,language_oriented
STU0059,Mathematics,88.9,Mathematics_General,122.0,19.6,70.47,language_oriented
STU0059,Science,77.27,Science_General,122.0,19.6,70.47,language_oriented
STU0059,English,94.83,English_General,122.0,19.6,70.47,language_oriented
STU0059,History,97.95,History_General,122.0,19.6,70.47,language_oriented
STU0059,Buddhism,97.2,Buddhism_General,122.0,19.6,70.47,language_oriented
STU0059,Geography,92.2,Geography_General,122.0,19.6,70.47,language_oriented
STU0059,ICT,86.67,ICT_General,122.0,19.6,70.47,language_oriented
STU0060,Sinhala,97.61,Sinhala_General,123.0,12.3,84.0,language_oriented
STU0060,Mathematics,95.42,Mathematics_General,123.0,12.3,84.0,language_oriented
STU0060,Science,95.87,Science_General,123.0,12.3,84.0,language_oriented
STU0060,English,97.99,English_General,123.0,12.3,84.0,language_oriented
STU0060,History,97.19,History_General,123.0,12.3,84.0,language_oriented
STU0060,Buddhism,97.83,Buddhism_General,123.0,12.3,84.0,language_oriented
STU0060,Geography,97.79,Geography_General,123.0,12.3,84.0,language_oriented
STU0060,ICT,93.33,ICT_General,123.0,12.3,84.0,language_oriented
STU0060,Sinhala,97.81,Sinhala_General,123.0,12.3,86.87,language_oriented
STU0060,Mathematics,96.83,Mathematics_General,123.0,12.3,86.87,language_oriented
STU0060,Science,96.73,Science_General,123.0,12.3,86.87,language_oriented
STU0060,English,97.87,English_General,123.0,12.3,86.87,language_oriented
STU0060,History,96.83,History_General,123.0,12.3,86.87,language_oriented
STU0060,Buddhism,97.9,Buddhism_General,123.0,12.3,86.87,language_oriented
STU0060,Geography,97.99,Geography_General,123.0,12.3,86.87,language_oriented
STU0060,ICT,95.62,ICT_General,123.0,12.3,86.87,language_oriented
STU0060,Sinhala,97.9,Sinhala_General,123.0,12.3,90.67,language_oriented
STU0060,Mathematics,96.91,Mathematics_General,123.0,12.3,90.67,language_oriented
STU0060,Science,97.29,Science_General,123.0,12.3,90.67,language_oriented
STU0060,English,97.83,English_General,123.0,12.3,90.67,language_oriented
STU0060,History,97.36,History_General,123.0,12.3,90.67,language_oriented
STU0060,Buddhism,97.81,Buddhism_General,123.0,12.3,90.67,language_oriented
STU0060,Geography,97.94,Geography_General,123.0,12.3,90.67,language_oriented
STU0060,ICT,95.81,ICT_General,123.0,12.3,90.67,language_oriented
STU0061,Sinhala,84.34,Sinhala_General,114.0,18.2,85.0,science_oriented
STU0061,Mathematics,97.84,Mathematics_General,114.0,18.2,85.0,science_oriented
STU0061,Science,97.07,Science_General,114.0,18.2,85.0,science_oriented
STU0061,English,86.52,English_General,114.0,18.2,85.0,science_oriented
STU0061,History,94.05,History_General,114.0,18.2,85.0,science_oriented
STU0061,Buddhism,95.88,Buddhism_General,114.0,18.2,85.0,science_oriented
STU0061,Geography,91.11,Geography_General,114.0,18.2,85.0,science_oriented
STU0061,ICT,96.18,ICT_General,114.0,18.2,85.0,science_oriented
STU0061,Sinhala,87.16,Sinhala_General,114.0,18.2,85.86,science_oriented
STU0061,Mathematics,97.85,Mathematics_General,114.0,18.2,85.86,science_oriented
STU0061,Science,97.56,Science_General,114.0,18.2,85.86,science_oriented
STU0061,English,86.79,English_General,114.0,18.2,85.86,science_oriented
STU0061,History,94.13,History_General,114.0,18.2,85.86,science_oriented
STU0061,Buddhism,94.93,Buddhism_General,114.0,18.2,85.86,science_oriented
STU0061,Geography,91.31,Geography_General,114.0,18.2,85.86,science_oriented
STU0061,ICT,96.89,ICT_General,114.0,18.2,85.86,science_oriented
STU0061,Sinhala,87.26,Sinhala_General,114.0,18.2,83.94,science_oriented
STU0061,Mathematics,97.74,Mathematics_General,114.0,18.2,83.94,science_oriented
STU0061,Science,97.49,Science_General,114.0,18.2,83.94,science_oriented
STU0061,English,89.13,English_General,114.0,18.2,83.94,science_oriented
STU0061,History,94.23,History_General,114.0,18.2,83.94,science_oriented
STU0061,Buddhism,95.99,Buddhism_General,114.0,18.2,83.94,science_oriented
STU0061,Geography,90.34,Geography_General,114.0,18.2,83.94,science_oriented
STU0061,ICT,97.1,ICT_General,114.0,18.2,83.94,science_oriented
STU0062,Sinhala,84.88,Sinhala_General,91.0,20.9,76.5,science_oriented
STU0062,Mathematics,91.5,Mathematics_General,91.0,20.9,76.5,science_oriented
STU0062,Science,93.37,Science_General,91.0,20.9,76.5,science_oriented
STU0062,English,86.63,English_General,91.0,20.9,76.5,science_oriented
STU0062,History,77.37,History_General,91.0,20.9,76.5,science_oriented
STU0062,Buddhism,92.52,Buddhism_General,91.0,20.9,76.5,science_oriented
STU0062,Geography,90.34,Geography_General,91.0,20.9,76.5,science_oriented
STU0062,ICT,93.89,ICT_General,91.0,20.9,76.5,science_oriented
STU0062,Sinhala,86.93,Sinhala_General,91.0,20.9,78.28,science_oriented
STU0062,Mathematics,92.74,Mathematics_General,91.0,20.9,78.28,science_oriented
STU0062,Science,94.04,Science_General,91.0,20.9,78.28,science_oriented
STU0062,English,90.53,English_General,91.0,20.9,78.28,science_oriented
STU0062,History,80.97,History_General,91.0,20.9,78.28,science_oriented
STU0062,Buddhism,94.26,Buddhism_General,91.0,20.9,78.28,science_oriented
STU0062,Geography,92.42,Geography_General,91.0,20.9,78.28,science_oriented
STU0062,ICT,94.7,ICT_General,91.0,20.9,78.28,science_oriented
STU0062,Sinhala,86.28,Sinhala_General,91.0,20.9,82.9,science_oriented
STU0062,Mathematics,94.49,Mathematics_General,91.0,20.9,82.9,science_oriented
STU0062,Science,95.21,Science_General,91.0,20.9,82.9,science_oriented
STU0062,English,90.61,English_General,91.0,20.9,82.9,science_oriented
STU0062,History,81.01,History_General,91.0,20.9,82.9,science_oriented
STU0062,Buddhism,95.36,Buddhism_General,91.0,20.9,82.9,science_oriented
STU0062,Geography,93.63,Geography_General,91.0,20.9,82.9,science_oriented
STU0062,ICT,95.75,ICT_General,91.0,20.9,82.9,science_oriented
STU0063,Sinhala,71.42,Sinhala_General,127.0,7.8,62.5,practical
STU0063,Mathematics,69.01,Mathematics_General,127.0,7.8,62.5,practical
STU0063,Science,87.52,Science_General,127.0,7.8,62.5,practical
STU0063,English,67.01,English_General,127.0,7.8,62.5,practical
STU0063,History,80.08,History_General,127.0,7.8,62.5,practical
STU0063,Buddhism,74.06,Buddhism_General,127.0,7.8,62.5,practical
STU0063,Geography,76.21,Geography_General,127.0,7.8,62.5,practical
STU0063,ICT,83.25,ICT_General,127.0,7.8,62.5,practical
STU0063,Sinhala,72.97,Sinhala_General,127.0,7.8,65.66,practical
STU0063,Mathematics,68.85,Mathematics_General,127.0,7.8,65.66,practical
STU0063,Science,88.6,Science_General,127.0,7.8,65.66,practical
STU0063,English,65.96,English_General,127.0,7.8,65.66,practical
STU0063,History,79.73,History_General,127.0,7.8,65.66,practical
STU0063,Buddhism,76.58,Buddhism_General,127.0,7.8,65.66,practical
STU0063,Geography,77.69,Geography_General,127.0,7.8,65.66,practical
STU0063,ICT,83.22,ICT_General,127.0,7.8,65.66,practical
STU0063,Sinhala,72.91,Sinhala_General,127.0,7.8,65.28,practical
STU0063,Mathematics,71.24,Mathematics_General,127.0,7.8,65.28,practical
STU0063,Science,88.23,Science_General,127.0,7.8,65.28,practical
STU0063,English,67.49,English_General,127.0,7.8,65.28,practical
STU0063,History,78.97,History_General,127.0,7.8,65.28,practical
STU0063,Buddhism,74.11,Buddhism_General,127.0,7.8,65.28,practical
STU0063,Geography,76.42,Geography_General,127.0,7.8,65.28,practical
STU0063,ICT,83.88,ICT_General,127.0,7.8,65.28,practical
STU0064,Sinhala,79.54,Sinhala_General,105.0,16.3,77.5,balanced
STU0064,Mathematics,81.6,Mathematics_General,105.0,16.3,77.5,balanced
STU0064,Science,65.74,Science_General,105.0,16.3,77.5,balanced
STU0064,English,77.04,English_General,105.0,16.3,77.5,balanced
STU0064,History,75.91,History_General,105.0,16.3,77.5,balanced
STU0064,Buddhism,74.11,Buddhism_General,105.0,16.3,77.5,balanced
STU0064,Geography,73.46,Geography_General,105.0,16.3,77.5,balanced
STU0064,ICT,77.3,ICT_General,105.0,16.3,77.5,balanced
STU0064,Sinhala,80.62,Sinhala_General,105.0,16.3,67.68,balanced
STU0064,Mathematics,86.6,Mathematics_General,105.0,16.3,67.68,balanced
STU0064,Science,69.07,Science_General,105.0,16.3,67.68,balanced
STU0064,English,83.54,English_General,105.0,16.3,67.68,balanced
STU0064,History,81.5,History_General,105.0,16.3,67.68,balanced
STU0064,Buddhism,80.12,Buddhism_General,105.0,16.3,67.68,balanced
STU0064,Geography,76.42,Geography_General,105.0,16.3,67.68,balanced
STU0064,ICT,81.3,ICT_General,105.0,16.3,67.68,balanced
STU0064,Sinhala,84.45,Sinhala_General,105.0,16.3,64.77,balanced
STU0064,Mathematics,89.07,Mathematics_General,105.0,16.3,64.77,balanced
STU0064,Science,73.84,Science_General,105.0,16.3,64.77,balanced
STU0064,English,86.57,English_General,105.0,16.3,64.77,balanced
STU0064,History,84.97,History_General,105.0,16.3,64.77,balanced
STU0064,Buddhism,83.66,Buddhism_General,105.0,16.3,64.77,balanced
STU0064,Geography,79.23,Geography_General,105.0,16.3,64.77,balanced
STU0064,ICT,86.66,ICT_General,105.0,16.3,64.77,balanced
STU0065,Sinhala,66.85,Sinhala_General,92.0,8.5,68.0,practical
STU0065,Mathematics,57.48,Mathematics_General,92.0,8.5,68.0,practical
STU0065,Science,85.32,Science_General,92.0,8.5,68.0,practical
STU0065,English,65.65,English_General,92.0,8.5,68.0,practical
STU0065,History,60.28,History_General,92.0,8.5,68.0,practical
STU0065,Buddhism,67.22,Buddhism_General,92.0,8.5,68.0,practical
STU0065,Geography,74.5,Geography_General,92.0,8.5,68.0,practical
STU0065,ICT,65.59,ICT_General,92.0,8.5,68.0,practical
STU0065,Sinhala,71.99,Sinhala_General,92.0,8.5,60.61,practical
STU0065,Mathematics,61.84,Mathematics_General,92.0,8.5,60.61,practical
STU0065,Science,89.12,Science_General,92.0,8.5,60.61,practical
STU0065,English,71.32,English_General,92.0,8.5,60.61,practical
STU0065,History,64.14,History_General,92.0,8.5,60.61,practical
STU0065,Buddhism,71.84,Buddhism_General,92.0,8.5,60.61,practical
STU0065,Geography,83.02,Geography_General,92.0,8.5,60.61,practical
STU0065,ICT,70.98,ICT_General,92.0,8.5,60.61,practical
STU0065,Sinhala,74.4,Sinhala_General,92.0,8.5,60.1,practical
STU0065,Mathematics,63.19,Mathematics_General,92.0,8.5,60.1,practical
STU0065,Science,89.22,Science_General,92.0,8.5,60.1,practical
STU0065,English,74.74,English_General,92.0,8.5,60.1,practical
STU0065,History,68.52,History_General,92.0,8.5,60.1,practical
STU0065,Buddhism,75.78,Buddhism_General,92.0,8.5,60.1,practical
STU0065,Geography,83.73,Geography_General,92.0,8.5,60.1,practical
STU0065,ICT,71.59,ICT_General,92.0,8.5,60.1,practical
STU0066,Sinhala,82.98,Sinhala_General,109.0,10.8,71.0,science_oriented
STU0066,Mathematics,84.2,Mathematics_General,109.0,10.8,71.0,science_oriented
STU0066,Science,77.18,Science_General,109.0,10.8,71.0,science_oriented
STU0066,English,74.46,English_General,109.0,10.8,71.0,science_oriented
STU0066,History,73.39,History_General,109.0,10.8,71.0,science_oriented
STU0066,Buddhism,82.49,Buddhism_General,109.0,10.8,71.0,science_oriented
STU0066,Geography,74.85,Geography_General,109.0,10.8,71.0,science_oriented
STU0066,ICT,77.91,ICT_General,109.0,10.8,71.0,science_oriented
STU0066,Sinhala,84.82,Sinhala_General,109.0,10.8,80.3,science_oriented
STU0066,Mathematics,84.32,Mathematics_General,109.0,10.8,80.3,science_oriented
STU0066,Science,80.03,Science_General,109.0,10.8,80.3,science_oriented
STU0066,English,75.3,English_General,109.0,10.8,80.3,science_oriented
STU0066,History,74.6,History_General,109.0,10.8,80.3,science_oriented
STU0066,Buddhism,82.84,Buddhism_General,109.0,10.8,80.3,science_oriented
STU0066,Geography,80.08,Geography_General,109.0,10.8,80.3,science_oriented
STU0066,ICT,79.43,ICT_General,109.0,10.8,80.3,science_oriented
STU0066,Sinhala,83.89,Sinhala_General,109.0,10.8,75.65,science_oriented
STU0066,Mathematics,86.15,Mathematics_General,109.0,10.8,75.65,science_oriented
STU0066,Science,80.71,Science_General,109.0,10.8,75.65,science_oriented
STU0066,English,76.03,English_General,109.0,10.8,75.65,science_oriented
STU0066,History,75.94,History_General,109.0,10.8,75.65,science_oriented
STU0066,Buddhism,84.43,Buddhism_General,109.0,10.8,75.65,science_oriented
STU0066,Geography,80.31,Geography_General,109.0,10.8,75.65,science_oriented
STU0066,ICT,79.82,ICT_General,109.0,10.8,75.65,science_oriented
STU0067,Sinhala,97.43,Sinhala_General,116.0,22.0,78.0,science_oriented
STU0067,Mathematics,97.56,Mathematics_General,116.0,22.0,78.0,science_oriented
STU0067,Science,97.74,Science_General,116.0,22.0,78.0,science_oriented
STU0067,English,97.15,English_General,116.0,22.0,78.0,science_oriented
STU0067,History,97.9,History_General,116.0,22.0,78.0,science_oriented
STU0067,Buddhism,98.01,Buddhism_General,116.0,22.0,78.0,science_oriented
STU0067,Geography,97.71,Geography_General,116.0,22.0,78.0,science_oriented
STU0067,ICT,97.47,ICT_General,116.0,22.0,78.0,science_oriented
STU0067,Sinhala,97.57,Sinhala_General,116.0,22.0,83.84,science_oriented
STU0067,Mathematics,98.03,Mathematics_General,116.0,22.0,83.84,science_oriented
STU0067,Science,97.82,Science_General,116.0,22.0,83.84,science_oriented
STU0067,English,97.86,English_General,116.0,22.0,83.84,science_oriented
STU0067,History,97.79,History_General,116.0,22.0,83.84,science_oriented
STU0067,Buddhism,97.79,Buddhism_General,116.0,22.0,83.84,science_oriented
STU0067,Geography,97.72,Geography_General,116.0,22.0,83.84,science_oriented
STU0067,ICT,97.48,ICT_General,116.0,22.0,83.84,science_oriented
STU0067,Sinhala,97.75,Sinhala_General,116.0,22.0,81.87,science_oriented
STU0067,Mathematics,98.02,Mathematics_General,116.0,22.0,81.87,science_oriented
STU0067,Science,97.97,Science_General,116.0,22.0,81.87,science_oriented
STU0067,English,97.75,English_General,116.0,22.0,81.87,science_oriented
STU0067,History,97.74,History_General,116.0,22.0,81.87,science_oriented
STU0067,Buddhism,98.01,Buddhism_General,116.0,22.0,81.87,science_oriented
STU0067,Geography,97.62,Geography_General,116.0,22.0,81.87,science_oriented
STU0067,ICT,97.58,ICT_General,116.0,22.0,81.87,science_oriented
STU0068,Sinhala,93.74,Sinhala_General,108.0,16.9,74.5,science_oriented
STU0068,Mathematics,97.94,Mathematics_General,108.0,16.9,74.5,science_oriented
STU0068,Science,97.75,Science_General,108.0,16.9,74.5,science_oriented
STU0068,English,97.52,English_General,108.0,16.9,74.5,science_oriented
STU0068,History,97.97,History_General,108.0,16.9,74.5,science_oriented
STU0068,Buddhism,97.99,Buddhism_General,108.0,16.9,74.5,science_oriented
STU0068,Geography,97.85,Geography_General,108.0,16.9,74.5,science_oriented
STU0068,ICT,97.77,ICT_General,108.0,16.9,74.5,science_oriented
STU0068,Sinhala,95.45,Sinhala_General,108.0,16.9,80.3,science_oriented
STU0068,Mathematics,97.78,Mathematics_General,108.0,16.9,80.3,science_oriented
STU0068,Science,97.67,Science_General,108.0,16.9,80.3,science_oriented
STU0068,English,97.63,English_General,108.0,16.9,80.3,science_oriented
STU0068,History,97.75,History_General,108.0,16.9,80.3,science_oriented
